time,temperature,humidity
2026-05-25 14:15:31,42.20,24.80
2026-05-25 14:15:33,42.10,24.70
2026-05-25 14:15:35,42.10,24.60
2026-05-25 14:15:37,42.10,24.70
2026-05-25 14:15:39,42.10,24.60
2026-05-25 14:15:41,42.10,24.70
2026-05-25 14:15:43,42.10,24.70
2026-05-25 14:15:45,42.10,24.60
2026-05-25 14:15:47,42.10,24.70
2026-05-25 14:15:49,42.10,24.70
2026-05-25 14:15:51,42.10,24.60
2026-05-25 14:15:53,42.10,24.60
2026-05-25 14:15:55,42.00,24.60
2026-05-25 14:15:57,42.00,24.70
2026-05-25 14:15:59,42.00,24.70
2026-05-25 14:16:01,41.90,24.70
2026-05-25 14:16:03,41.90,24.80
2026-05-25 14:16:05,41.90,24.90
2026-05-25 14:16:07,41.90,25.10
2026-05-25 14:16:09,41.90,25.00
2026-05-25 14:16:11,41.80,24.90
2026-05-25 14:16:13,41.80,24.90
2026-05-25 14:16:15,41.80,25.00
2026-05-25 14:16:17,41.80,25.00
2026-05-25 14:16:19,41.80,25.00
2026-05-25 14:16:21,41.80,25.00
2026-05-25 14:16:23,41.70,25.10
2026-05-25 14:16:25,41.70,25.10
2026-05-25 14:16:27,41.70,25.10
2026-05-25 14:16:29,41.70,25.20
2026-05-25 14:16:31,41.70,25.30
2026-05-25 14:16:33,41.70,25.20
2026-05-25 14:16:35,41.70,25.30
2026-05-25 14:16:37,41.60,25.20
2026-05-25 14:16:39,41.60,25.40
2026-05-25 14:16:41,41.60,25.50
2026-05-25 14:16:43,41.60,25.50
2026-05-25 14:16:45,41.60,25.50
2026-05-25 14:16:47,41.50,25.40
2026-05-25 14:16:49,41.60,25.20
2026-05-25 14:16:51,41.50,25.30
2026-05-25 14:16:53,41.50,25.20
2026-05-25 14:16:56,41.50,25.20
2026-05-25 14:16:58,41.50,25.20
2026-05-25 14:17:00,41.50,25.20
2026-05-25 14:17:02,41.50,25.30
2026-05-25 14:17:04,41.50,25.20
2026-05-25 14:17:06,41.40,25.30
2026-05-25 14:17:08,41.40,25.10
2026-05-25 14:17:10,41.40,25.20
2026-05-25 14:17:12,41.40,25.20
2026-05-25 14:17:14,41.40,25.20
2026-05-25 14:17:16,41.40,25.40
2026-05-25 14:17:18,41.40,25.50
2026-05-25 14:17:20,41.30,25.50
2026-05-25 14:17:22,41.30,25.40
2026-05-25 14:17:24,41.30,25.30
2026-05-25 14:17:26,41.30,25.40
2026-05-25 14:17:28,41.30,25.50
2026-05-25 14:17:30,41.20,25.40
2026-05-25 14:17:32,41.30,25.40
2026-05-25 14:17:34,41.20,25.40
2026-05-25 14:17:36,41.20,25.50
2026-05-25 14:17:38,41.20,25.60
2026-05-25 14:17:40,41.20,25.50
2026-05-25 14:17:42,41.10,25.40
2026-05-25 14:17:44,41.10,25.50
2026-05-25 14:17:46,41.10,25.50
2026-05-25 14:17:48,41.10,25.50
2026-05-25 14:17:50,41.00,25.60
2026-05-25 14:17:52,41.00,25.60
2026-05-25 14:17:54,41.00,25.60
2026-05-25 14:17:56,40.90,25.70
2026-05-25 14:17:58,40.90,25.70
2026-05-25 14:18:00,40.90,25.70
2026-05-25 14:18:02,40.80,25.70
2026-05-25 14:18:04,40.80,25.70
2026-05-25 14:18:06,40.80,25.70
2026-05-25 14:18:08,40.80,25.90
2026-05-25 14:18:10,40.70,25.90
2026-05-25 14:18:12,40.70,26.00
2026-05-25 14:18:14,40.70,25.90
2026-05-25 14:18:16,40.70,25.90
2026-05-25 14:18:18,40.60,26.10
2026-05-25 14:18:20,40.60,26.00
2026-05-25 14:18:22,40.60,26.00
2026-05-25 14:18:24,40.60,26.00
2026-05-25 14:18:26,40.60,26.00
2026-05-25 14:18:28,40.60,26.00
2026-05-25 14:18:30,40.60,26.00
2026-05-25 14:18:32,40.60,26.00
2026-05-25 14:18:34,40.60,25.90
2026-05-25 14:18:36,40.50,26.00
2026-05-25 14:18:38,40.60,26.00
2026-05-25 14:18:40,40.50,26.10
2026-05-25 14:18:42,40.50,26.10
2026-05-25 14:18:44,40.50,26.10
2026-05-25 14:18:46,40.50,26.10
2026-05-25 14:18:48,40.50,26.10
2026-05-25 14:18:50,40.50,26.10
2026-05-25 14:18:52,40.50,26.10
2026-05-25 14:18:54,40.40,26.10
2026-05-25 14:18:56,40.40,26.10
2026-05-25 14:18:58,40.40,26.20
2026-05-25 14:19:00,40.40,26.10
2026-05-25 14:19:02,40.40,26.20
2026-05-25 14:19:04,40.40,26.20
2026-05-25 14:19:06,40.40,26.20
2026-05-25 14:19:08,40.40,26.20
2026-05-25 14:19:10,40.40,26.20
2026-05-25 14:19:12,40.40,26.20
2026-05-25 14:19:14,40.40,26.30
2026-05-25 14:19:16,40.40,26.30
2026-05-25 14:19:18,40.40,26.20
2026-05-25 14:19:20,40.40,26.20
2026-05-25 14:19:22,40.40,26.30
2026-05-25 14:19:24,40.40,26.10
2026-05-25 14:19:26,40.40,26.30
2026-05-25 14:19:28,40.40,26.20
2026-05-25 14:19:30,40.40,26.20
2026-05-25 14:19:32,40.40,26.50
2026-05-25 14:19:34,40.40,26.70
2026-05-25 14:19:36,40.40,27.20
2026-05-25 14:19:38,40.40,28.50
2026-05-25 14:19:40,40.40,29.90
2026-05-25 14:19:42,40.30,29.70
2026-05-25 14:19:44,40.30,29.30
2026-05-25 14:19:46,40.20,28.90
2026-05-25 14:19:48,40.20,28.80
2026-05-25 14:19:50,40.10,28.20
2026-05-25 14:19:52,40.00,27.70
2026-05-25 14:19:54,40.00,27.70
2026-05-25 14:19:56,39.90,27.30
2026-05-25 14:19:58,39.90,27.50
2026-05-25 14:20:00,39.90,27.40
2026-05-25 14:20:02,39.80,27.70
2026-05-25 14:20:04,39.80,27.50
2026-05-25 14:20:06,39.80,27.90
2026-05-25 14:20:08,39.70,27.60
2026-05-25 14:20:10,39.70,27.50
2026-05-25 14:20:12,39.70,27.50
2026-05-25 14:20:14,39.60,27.20
2026-05-25 14:20:16,39.60,27.60
2026-05-25 14:20:18,39.60,27.50
2026-05-25 14:20:20,39.60,27.60
2026-05-25 14:20:22,39.60,27.50
2026-05-25 14:20:24,39.60,27.90
2026-05-25 14:20:26,39.60,27.70
2026-05-25 14:20:28,39.50,27.70
2026-05-25 14:20:30,39.50,28.20
2026-05-25 14:20:32,39.50,28.40
2026-05-25 14:20:34,39.50,29.30
2026-05-25 14:20:36,39.50,30.10
2026-05-25 14:20:38,39.50,28.90
2026-05-25 14:20:40,39.50,29.30
2026-05-25 14:20:42,39.40,28.80
2026-05-25 14:20:44,39.50,29.30
2026-05-25 14:20:46,39.40,28.70
2026-05-25 14:20:48,39.40,28.10
2026-05-25 14:20:50,39.30,27.70
2026-05-25 14:20:52,39.30,28.50
2026-05-25 14:20:54,39.30,28.00
2026-05-25 14:20:56,39.30,29.60
2026-05-25 14:20:58,39.30,29.60
2026-05-25 14:21:00,39.30,28.50
2026-05-25 14:21:02,39.30,28.80
2026-05-25 14:21:04,39.30,28.40
2026-05-25 14:21:06,39.20,28.20
2026-05-25 14:21:08,39.20,28.40
2026-05-25 14:21:10,39.20,28.20
2026-05-25 14:21:12,39.20,27.90
2026-05-25 14:21:14,39.20,27.80
2026-05-25 14:21:16,39.20,28.00
2026-05-25 14:21:18,39.20,28.30
2026-05-25 14:21:20,39.20,28.10
2026-05-25 14:21:22,39.20,28.00
2026-05-25 14:21:24,39.20,27.90
2026-05-25 14:21:26,39.20,28.00
2026-05-25 14:21:28,39.20,27.80
2026-05-25 14:21:30,39.20,27.60
2026-05-25 14:21:32,39.20,27.50
2026-05-25 14:21:34,39.20,27.50
2026-05-25 14:21:36,39.30,27.40
2026-05-25 14:21:38,39.20,27.40
2026-05-25 14:21:40,39.30,27.50
2026-05-25 14:21:42,39.30,27.40
2026-05-25 14:21:44,39.30,27.40
2026-05-25 14:21:46,39.30,27.40
2026-05-25 14:21:48,39.30,27.30
2026-05-25 14:21:50,39.30,27.30
2026-05-25 14:21:52,39.30,27.40
2026-05-25 14:21:54,39.30,27.30
2026-05-25 14:21:56,39.30,27.30
2026-05-25 14:21:58,39.40,27.20
2026-05-25 14:22:00,39.30,27.30
2026-05-25 14:22:02,39.30,27.40
2026-05-25 14:22:04,39.30,27.50
2026-05-25 14:22:06,39.30,27.30
2026-05-25 14:22:08,39.40,27.40
2026-05-25 14:22:10,39.40,27.30
2026-05-25 14:22:12,39.40,27.40
2026-05-25 14:22:14,39.40,27.50
2026-05-25 14:22:16,39.40,27.40
2026-05-25 14:22:18,39.40,27.40
2026-05-25 14:22:20,39.40,27.50
2026-05-25 14:22:22,39.40,27.50
2026-05-25 14:22:25,39.40,27.40
2026-05-25 14:22:27,39.40,27.40
2026-05-25 14:22:29,39.40,27.30
2026-05-25 14:22:31,39.40,27.30
2026-05-25 14:22:33,39.50,27.20
2026-05-25 14:22:35,39.50,27.10
2026-05-25 14:22:37,39.50,27.10
2026-05-25 14:22:39,39.50,27.20
2026-05-25 14:22:41,39.50,27.20
2026-05-25 14:22:43,39.50,27.40
2026-05-25 14:22:45,39.50,27.60
2026-05-25 14:22:47,39.50,27.80
2026-05-25 14:22:49,39.50,27.50
2026-05-25 14:22:51,39.50,27.20
2026-05-25 14:22:53,39.50,27.00
2026-05-25 14:22:55,39.50,27.10
2026-05-25 14:22:57,39.50,27.00
2026-05-25 14:22:59,39.50,27.40
2026-05-25 14:23:01,39.50,27.20
2026-05-25 14:23:03,39.50,27.10
2026-05-25 14:23:05,39.50,27.10
2026-05-25 14:23:07,39.50,27.00
2026-05-25 14:23:09,39.50,26.90
2026-05-25 14:23:11,39.50,27.10
2026-05-25 14:23:13,39.50,27.10
2026-05-25 14:23:15,39.60,27.00
2026-05-25 14:23:17,39.60,27.10
2026-05-25 14:23:19,39.50,27.10
2026-05-25 14:23:21,39.50,27.00
2026-05-25 14:23:23,39.60,26.90
2026-05-25 14:23:25,39.50,26.90
2026-05-25 14:23:27,39.50,26.90
2026-05-25 14:23:29,39.60,27.00
2026-05-25 14:23:31,39.60,26.80
2026-05-25 14:23:33,39.60,26.80
2026-05-25 14:23:35,39.60,26.80
2026-05-25 14:23:37,39.60,26.90
2026-05-25 14:23:39,39.60,26.80
2026-05-25 14:23:41,39.60,26.70
2026-05-25 14:23:43,39.60,26.90
2026-05-25 14:23:45,39.60,26.80
2026-05-25 14:23:47,39.60,26.80
2026-05-25 14:23:49,39.70,26.80
2026-05-25 14:23:51,39.60,26.80
2026-05-25 14:23:53,39.60,26.80
2026-05-25 14:23:55,39.60,26.80
2026-05-25 14:23:57,39.60,26.80
2026-05-25 14:23:59,39.60,26.80
2026-05-25 14:24:01,39.60,27.00
2026-05-25 14:24:03,39.60,27.00
2026-05-25 14:24:05,39.60,26.90
2026-05-25 14:24:07,39.60,26.80
2026-05-25 14:24:09,39.70,26.70
2026-05-25 14:24:11,39.60,26.80
2026-05-25 14:24:13,39.70,26.70
2026-05-25 14:24:15,39.70,26.80
2026-05-25 14:24:17,39.70,26.80
2026-05-25 14:24:19,39.70,26.80
2026-05-25 14:24:21,39.70,26.70
2026-05-25 14:24:23,39.70,26.60
2026-05-25 14:24:25,39.70,26.70
2026-05-25 14:24:27,39.70,26.70
2026-05-25 14:24:29,39.70,26.60
2026-05-25 14:24:31,39.70,26.70
2026-05-25 14:24:33,39.70,26.60
2026-05-25 14:24:35,39.70,26.70
2026-05-25 14:24:37,39.70,26.60
2026-05-25 14:24:39,39.70,26.60
2026-05-25 14:24:41,39.70,26.60
2026-05-25 14:24:43,39.70,26.60
2026-05-25 14:24:45,39.70,26.50
2026-05-25 14:24:47,39.70,26.60
2026-05-25 14:24:49,39.70,26.50
2026-05-25 14:24:51,39.70,26.60
2026-05-25 14:24:53,39.70,26.60
2026-05-25 14:24:55,39.80,26.50
2026-05-25 14:24:57,39.70,26.60
2026-05-25 14:24:59,39.70,26.60
2026-05-25 14:25:01,39.80,26.60
2026-05-25 14:25:03,39.80,26.50
2026-05-25 14:25:05,39.80,26.50
2026-05-25 14:25:07,39.80,26.50
2026-05-25 14:25:09,39.80,26.50
2026-05-25 14:25:11,39.80,26.50
2026-05-25 14:25:13,39.80,26.50
2026-05-25 14:25:15,39.80,26.50
2026-05-25 14:25:17,39.80,26.50
2026-05-25 14:25:19,39.80,26.50
2026-05-25 14:25:21,39.80,26.40
2026-05-25 14:25:23,39.80,26.50
2026-05-25 14:25:25,39.80,26.50
2026-05-25 14:25:27,39.80,26.50
2026-05-25 14:25:29,39.80,26.50
2026-05-25 14:25:31,39.80,26.50
2026-05-25 14:25:33,39.80,26.50
2026-05-25 14:25:35,39.90,26.70
2026-05-25 14:25:37,39.90,26.50
2026-05-25 14:25:39,39.90,26.50
2026-05-25 14:25:41,39.80,26.40
2026-05-25 14:25:43,39.90,26.40
2026-05-25 14:25:45,39.90,26.40
2026-05-25 14:25:47,39.80,26.40
2026-05-25 14:25:49,39.90,26.50
2026-05-25 14:25:51,39.80,26.40
2026-05-25 14:25:53,39.80,26.40
2026-05-25 14:25:55,39.80,26.40
2026-05-25 14:25:57,39.80,26.50
2026-05-25 14:25:59,39.90,26.40
2026-05-25 14:26:01,39.80,26.40
2026-05-25 14:26:03,39.90,26.40
2026-05-25 14:26:05,39.90,26.40
2026-05-25 14:26:07,39.90,26.50
2026-05-25 14:26:09,39.90,26.40
2026-05-25 14:26:11,39.90,26.40
2026-05-25 14:26:13,39.90,26.30
2026-05-25 14:26:15,39.80,26.40
2026-05-25 14:26:17,39.90,26.40
2026-05-25 14:26:19,39.90,26.40
2026-05-25 14:26:21,39.90,26.40
2026-05-25 14:26:23,39.90,26.40
2026-05-25 14:26:25,39.90,26.40
2026-05-25 14:26:27,39.90,26.70
2026-05-25 14:26:29,39.90,26.60
2026-05-25 14:26:31,39.90,26.50
2026-05-25 14:26:33,39.90,26.60
2026-05-25 14:26:35,39.90,26.50
2026-05-25 14:26:37,39.90,26.40
2026-05-25 14:26:39,39.90,26.40
2026-05-25 14:26:41,39.90,26.40
2026-05-25 14:26:43,39.90,26.40
2026-05-25 14:26:45,39.90,26.40
2026-05-25 14:26:47,39.90,26.30
2026-05-25 14:26:49,39.90,26.40
2026-05-25 14:26:51,39.90,26.30
2026-05-25 14:26:53,39.90,26.40
2026-05-25 14:26:55,39.90,26.40
2026-05-25 14:26:57,39.90,26.30
2026-05-25 14:26:59,39.90,26.40
2026-05-25 14:27:01,39.90,26.30
2026-05-25 14:27:03,39.90,26.30
2026-05-25 14:27:05,39.90,26.30
2026-05-25 14:27:07,39.90,26.30
2026-05-25 14:27:09,39.90,26.40
2026-05-25 14:27:11,39.90,26.40
2026-05-25 14:27:13,39.90,26.40
2026-05-25 14:27:15,39.90,26.30
2026-05-25 14:27:17,39.90,26.40
2026-05-25 14:27:19,39.90,26.30
2026-05-25 14:27:21,39.90,26.40
2026-05-25 14:27:23,39.90,26.30
2026-05-25 14:27:25,39.90,26.40
2026-05-25 14:27:27,39.90,26.40
2026-05-25 14:27:29,39.90,26.40
2026-05-25 14:27:31,39.90,26.50
2026-05-25 14:27:33,39.90,26.40
2026-05-25 14:27:35,39.90,26.30
2026-05-25 14:27:37,39.90,26.30
2026-05-25 14:27:39,39.90,26.40
2026-05-25 14:27:41,39.90,26.30
2026-05-25 14:27:43,39.90,26.30
2026-05-25 14:27:45,39.90,26.30
2026-05-25 14:27:47,39.90,26.40
2026-05-25 14:27:49,39.90,26.50
2026-05-25 14:27:51,39.90,26.40
2026-05-25 14:27:53,39.90,26.30
2026-05-25 14:27:55,39.90,26.40
2026-05-25 14:27:58,39.90,26.40
2026-05-25 14:28:00,39.90,26.40
2026-05-25 14:28:02,39.90,26.30
2026-05-25 14:28:04,39.90,26.40
2026-05-25 14:28:06,39.90,26.30
2026-05-25 14:28:08,39.90,26.30
2026-05-25 14:28:10,39.90,26.40
2026-05-25 14:28:12,39.90,26.30
2026-05-25 14:28:14,39.90,26.40
2026-05-25 14:28:16,39.90,26.40
2026-05-25 14:28:18,39.90,26.50
2026-05-25 14:28:20,40.00,26.50
2026-05-25 14:28:22,39.90,26.40
2026-05-25 14:28:24,39.90,26.40
2026-05-25 14:28:26,39.90,26.40
2026-05-25 14:28:28,39.90,26.40
2026-05-25 14:28:30,39.90,26.40
2026-05-25 14:28:32,39.90,26.40
2026-05-25 14:28:34,39.90,26.40
2026-05-25 14:28:36,39.90,26.30
2026-05-25 14:28:38,39.90,26.40
2026-05-25 14:28:40,39.90,26.30
2026-05-25 14:28:42,39.90,26.30
2026-05-25 14:28:44,39.90,26.40
2026-05-25 14:28:46,39.90,26.40
2026-05-25 14:28:48,39.90,26.40
2026-05-25 14:28:50,39.90,26.40
2026-05-25 14:28:52,39.90,26.30
2026-05-25 14:28:54,39.90,26.40
2026-05-25 14:28:56,39.90,26.30
2026-05-25 14:28:58,39.90,26.40
2026-05-25 14:29:00,39.90,26.30
2026-05-25 14:29:02,39.90,26.30
2026-05-25 14:29:04,39.90,26.30
2026-05-25 14:29:06,39.90,26.40
2026-05-25 14:29:08,39.90,26.40
2026-05-25 14:29:10,39.90,26.40
2026-05-25 14:29:12,39.90,26.40
2026-05-25 14:29:14,39.90,26.50
2026-05-25 14:29:16,39.90,26.40
2026-05-25 14:29:18,39.90,26.60
2026-05-25 14:29:20,39.90,26.50
2026-05-25 14:29:22,39.90,26.50
2026-05-25 14:29:24,39.90,26.60
2026-05-25 14:29:26,39.90,26.60
2026-05-25 14:29:28,39.90,26.60
2026-05-25 14:29:30,39.90,26.50
2026-05-25 14:29:32,39.90,26.50
2026-05-25 14:29:34,39.90,26.50
2026-05-25 14:29:36,39.90,26.40
2026-05-25 14:29:38,39.90,26.40
2026-05-25 14:29:40,39.90,26.40
2026-05-25 14:29:42,39.90,26.50
2026-05-25 14:29:44,39.90,26.40
2026-05-25 14:29:46,39.90,26.40
2026-05-25 14:29:48,39.90,26.50
2026-05-25 14:29:50,39.90,26.40
2026-05-25 14:29:52,39.90,26.50
2026-05-25 14:29:54,39.90,26.40
2026-05-25 14:29:56,39.90,26.40
2026-05-25 14:29:58,39.90,26.40
2026-05-25 14:30:00,39.90,26.40
2026-05-25 14:30:02,39.90,26.40
2026-05-25 14:30:04,39.90,26.40
2026-05-25 14:30:06,39.90,26.50
2026-05-25 14:30:08,39.90,26.50
2026-05-25 14:30:10,39.90,26.40
2026-05-25 14:30:12,39.90,26.60
2026-05-25 14:30:14,39.80,26.60
2026-05-25 14:30:16,39.80,26.60
2026-05-25 14:30:18,39.90,26.50
2026-05-25 14:30:20,39.90,26.50
2026-05-25 14:30:22,39.90,26.40
2026-05-25 14:30:24,39.90,26.50
2026-05-25 14:30:26,39.90,26.60
2026-05-25 14:30:28,39.90,26.60
2026-05-25 14:30:30,39.90,26.60
2026-05-25 14:30:32,39.90,26.80
2026-05-25 14:30:34,39.90,26.70
2026-05-25 14:30:36,39.90,26.50
2026-05-25 14:30:38,39.90,26.50
2026-05-25 14:30:40,39.90,26.50
2026-05-25 14:30:42,39.90,26.50
2026-05-25 14:30:44,39.90,26.50
2026-05-25 14:30:46,39.90,26.50
2026-05-25 14:30:48,39.90,26.40
2026-05-25 14:30:50,39.90,26.30
2026-05-25 14:30:52,39.90,26.50
2026-05-25 14:30:54,39.90,26.40
2026-05-25 14:30:56,39.90,26.40
2026-05-25 14:30:58,39.90,26.40
2026-05-25 14:31:00,39.90,26.40
2026-05-25 14:31:02,39.90,26.30
2026-05-25 14:31:04,39.90,26.40
2026-05-25 14:31:06,39.90,26.30
2026-05-25 14:31:08,40.00,26.40
2026-05-25 14:31:10,39.90,26.30
2026-05-25 14:31:12,39.90,26.40
2026-05-25 14:31:14,40.00,26.30
2026-05-25 14:31:16,39.90,26.30
2026-05-25 14:31:18,39.90,26.40
2026-05-25 14:31:20,39.90,26.30
2026-05-25 14:31:22,39.90,26.40
2026-05-25 14:31:24,39.90,26.40
2026-05-25 14:31:26,39.90,26.20
2026-05-25 14:31:28,39.90,26.20
2026-05-25 14:31:30,39.90,26.20
2026-05-25 14:31:32,39.90,26.30
2026-05-25 14:31:34,39.90,26.40
2026-05-25 14:31:36,39.90,26.40
2026-05-25 14:31:38,39.90,26.30
2026-05-25 14:31:40,39.90,26.30
2026-05-25 14:31:42,39.90,26.50
2026-05-25 14:31:44,39.90,26.40
2026-05-25 14:31:46,39.90,26.30
2026-05-25 14:31:48,39.90,26.30
2026-05-25 14:31:50,40.00,26.20
2026-05-25 14:31:52,40.00,26.20
2026-05-25 14:31:54,39.90,26.20
2026-05-25 14:31:56,39.90,26.20
2026-05-25 14:31:58,40.00,26.20
2026-05-25 14:32:00,39.90,26.20
2026-05-25 14:32:02,39.90,26.30
2026-05-25 14:32:04,40.00,26.30
2026-05-25 14:32:06,40.00,26.20
2026-05-25 14:32:08,39.90,26.20
2026-05-25 14:32:10,40.00,26.30
2026-05-25 14:32:12,40.00,26.20
2026-05-25 14:32:14,39.90,26.20
2026-05-25 14:32:16,40.00,26.20
2026-05-25 14:32:18,40.00,26.20
2026-05-25 14:32:20,39.90,26.30
2026-05-25 14:32:22,39.90,26.20
2026-05-25 14:32:24,40.00,26.20
2026-05-25 14:32:26,40.00,26.20
2026-05-25 14:32:28,40.00,26.20
2026-05-25 14:32:30,40.00,26.20
2026-05-25 14:32:32,39.90,26.20
2026-05-25 14:32:34,39.90,26.20
2026-05-25 14:32:36,39.90,26.20
2026-05-25 14:32:38,39.90,26.20
2026-05-25 14:32:40,39.90,26.20
2026-05-25 14:32:42,39.90,26.20
2026-05-25 14:32:44,40.00,26.30
2026-05-25 14:32:46,40.00,26.30
2026-05-25 14:32:48,39.90,26.30
2026-05-25 14:32:50,40.00,26.40
2026-05-25 14:32:52,40.00,26.30
2026-05-25 14:32:54,40.00,26.30
2026-05-25 14:32:56,39.90,26.30
2026-05-25 14:32:58,39.90,26.30
2026-05-25 14:33:00,40.00,26.40
2026-05-25 14:33:02,39.90,26.40
2026-05-25 14:33:04,40.00,26.60
2026-05-25 14:33:06,39.90,26.70
2026-05-25 14:33:08,39.90,26.50
2026-05-25 14:33:10,39.90,26.30
2026-05-25 14:33:12,40.00,26.30
2026-05-25 14:33:14,39.90,26.40
2026-05-25 14:33:16,40.00,26.40
2026-05-25 14:33:18,40.00,26.40
2026-05-25 14:33:20,40.00,26.30
2026-05-25 14:33:22,39.90,26.20
2026-05-25 14:33:24,39.90,26.40
2026-05-25 14:33:27,40.00,26.30
2026-05-25 14:33:29,39.90,26.60
2026-05-25 14:33:31,40.00,26.50
2026-05-25 14:33:33,40.00,26.40
2026-05-25 14:33:35,40.00,26.50
2026-05-25 14:33:37,40.00,26.30
2026-05-25 14:33:39,40.00,26.40
2026-05-25 14:33:41,40.00,26.30
2026-05-25 14:33:43,40.00,26.30
2026-05-25 14:33:45,40.00,26.60
2026-05-25 14:33:47,40.00,26.50
2026-05-25 14:33:49,39.90,26.40
2026-05-25 14:33:51,40.00,26.50
2026-05-25 14:33:53,40.00,26.50
2026-05-25 14:33:55,40.00,26.60
2026-05-25 14:33:57,39.90,26.80
2026-05-25 14:33:59,40.00,27.00
2026-05-25 14:34:01,40.00,27.00
2026-05-25 14:34:03,40.00,27.20
2026-05-25 14:34:05,39.90,26.80
2026-05-25 14:34:07,39.90,26.50
2026-05-25 14:34:09,40.00,26.50
2026-05-25 14:34:11,39.90,26.60
2026-05-25 14:34:13,39.90,26.60
2026-05-25 14:34:15,40.00,26.50
2026-05-25 14:34:17,39.90,26.60
2026-05-25 14:34:19,39.90,26.60
2026-05-25 14:34:21,39.90,26.50
2026-05-25 14:34:23,40.00,26.70
2026-05-25 14:34:25,39.90,26.70
2026-05-25 14:34:27,39.90,26.50
2026-05-25 14:34:29,40.00,26.40
2026-05-25 14:34:31,39.90,26.40
2026-05-25 14:34:33,39.90,26.40
2026-05-25 14:34:35,40.00,26.40
2026-05-25 14:34:37,39.90,26.50
2026-05-25 14:34:39,39.90,26.40
2026-05-25 14:34:41,39.90,26.40
2026-05-25 14:34:43,39.90,26.50
2026-05-25 14:34:45,39.90,26.50
2026-05-25 14:34:47,39.90,26.50
2026-05-25 14:34:49,40.00,26.60
2026-05-25 14:34:51,39.90,26.60
2026-05-25 14:34:53,39.90,26.50
2026-05-25 14:34:55,39.90,26.60
2026-05-25 14:34:57,39.90,26.60
2026-05-25 14:34:59,39.90,26.30
2026-05-25 14:35:01,39.90,26.40
2026-05-25 14:35:03,39.90,26.30
2026-05-25 14:35:05,40.00,26.50
2026-05-25 14:35:07,39.90,26.50
2026-05-25 14:35:09,40.00,26.90
2026-05-25 14:35:11,40.00,26.80
2026-05-25 14:35:13,39.90,26.80
2026-05-25 14:35:15,40.00,27.00
2026-05-25 14:35:17,39.90,27.00
2026-05-25 14:35:19,39.90,26.20
2026-05-25 14:35:21,39.90,26.10
2026-05-25 14:35:23,39.90,25.80
2026-05-25 14:35:25,39.90,25.90
2026-05-25 14:35:27,39.90,26.00
2026-05-25 14:35:29,39.90,25.80
2026-05-25 14:35:31,39.90,25.70
2026-05-25 14:35:33,39.90,25.80
2026-05-25 14:35:35,39.90,25.90
2026-05-25 14:35:37,39.90,26.30
2026-05-25 14:35:39,39.90,26.30
2026-05-25 14:35:41,39.90,26.10
2026-05-25 14:35:43,39.90,25.90
2026-05-25 14:35:45,39.90,26.40
2026-05-25 14:35:47,39.90,28.30
2026-05-25 14:35:49,39.90,28.80
2026-05-25 14:35:51,39.90,28.50
2026-05-25 14:35:53,39.90,27.90
2026-05-25 14:35:55,39.90,27.60
2026-05-25 14:35:57,39.90,27.30
2026-05-25 14:35:59,39.90,26.80
2026-05-25 14:36:01,39.90,26.60
2026-05-25 14:36:03,39.90,26.60
2026-05-25 14:36:05,39.90,26.70
2026-05-25 14:36:07,39.90,26.60
2026-05-25 14:36:09,40.00,26.70
2026-05-25 14:36:11,40.00,27.30
2026-05-25 14:36:13,39.90,26.80
2026-05-25 14:36:15,40.00,26.70
2026-05-25 14:36:17,39.90,26.60
2026-05-25 14:36:19,39.90,26.80
2026-05-25 14:36:21,39.90,26.80
2026-05-25 14:36:23,40.00,26.00
2026-05-25 14:36:25,39.90,25.50
2026-05-25 14:36:27,39.90,24.50
2026-05-25 14:36:29,40.00,23.80
2026-05-25 14:36:31,40.00,24.10
2026-05-25 14:36:33,40.00,24.30
2026-05-25 14:36:35,40.00,24.70
2026-05-25 14:36:37,40.00,24.80
2026-05-25 14:36:39,40.00,24.90
2026-05-25 14:36:41,40.00,26.00
2026-05-25 14:36:43,40.00,25.60
2026-05-25 14:36:45,40.00,24.90
2026-05-25 14:36:47,40.10,24.60
2026-05-25 14:36:49,40.10,24.80
2026-05-25 14:36:51,40.10,24.60
2026-05-25 14:36:53,40.10,24.50
2026-05-25 14:36:55,40.10,24.70
2026-05-25 14:36:57,40.10,25.20
2026-05-25 14:36:59,40.10,25.40
2026-05-25 14:37:01,40.10,26.20
2026-05-25 14:37:03,40.10,26.50
2026-05-25 14:37:05,40.10,26.60
2026-05-25 14:37:07,40.10,27.10
2026-05-25 14:37:09,40.10,27.10
2026-05-25 14:37:11,40.10,26.90
2026-05-25 14:37:13,40.00,26.80
2026-05-25 14:37:15,40.00,27.00
2026-05-25 14:37:17,40.00,27.10
2026-05-25 14:37:19,39.90,27.20
2026-05-25 14:37:21,39.90,27.40
2026-05-25 14:37:23,39.90,28.60
2026-05-25 14:37:25,39.90,28.90
2026-05-25 14:37:27,39.80,28.00
2026-05-25 14:37:29,39.80,27.60
2026-05-25 14:37:31,39.80,26.50
2026-05-25 14:37:33,39.70,25.60
2026-05-25 14:37:35,39.70,25.50
2026-05-25 14:37:37,39.60,25.60
2026-05-25 14:37:39,39.60,25.60
2026-05-25 14:37:41,39.50,25.60
2026-05-25 14:37:43,39.50,26.00
2026-05-25 14:37:45,39.40,26.30
